(( 0.10333502161284, 0.079225478849717, 0.18783851976607, 2.7865764181292), Plastic )
(( 0.18599119700366, 0.14277372592514, 0.60851885865374, 5.6478192233182), Plastic )
(( 0.066902806537039, 0.045010278911305, 0.11844695802032, 2.7800184198705), Metal )
(( 0.12899038690993, 0.15, 0.43308569967936, 3.1392299124701), Plastic )
(( 0.05, 0.076688434366098, 0.17860228933314, 3.8658468676698), Metal )
(( 0.13408468373063, 0.084665014393071, 0.27111709333315, 3.6046228201569), Plastic )
(( 0.05, 0.0671906303248, 0.10808586147371, 3.6126513788224), Metal )
(( 0.097217788706047, 0.13427563002805, 0.53030238548777, 3.5813892162698), Metal )
(( 0.082333041884006, 0.05248308057853, 0.20700932847764, 4.268849537387), Metal )
(( 0.053522380049439, 0.03, 0.1, 3.4023052441992), Metal )
(( 0.092504061632996, 0.068184173935539, 0.42238263570059, 2.6512940785013), Ceramic )
(( 0.14235682064034, 0.13916322473525, 0.47143671558967, 4.1204883858317), Plastic )
(( 0.076535519759415, 0.08501625336107, 0.26336689388836, 3.4418232708229), Metal )
(( 0.16862061485994, 0.15, 0.59785276497457, 4.7684587201969), Plastic )
(( 0.16252194081581, 0.15, 0.58254500449345, 3.5570866732765), Plastic )
(( 0.078975908462549, 0.049397314581861, 0.15168194290288, 3.8247614902385), Metal )
(( 0.13820055246156, 0.11599539058655, 0.35039187749421, 2.8162781973074), Plastic )
(( 0.11507303291323, 0.064304662872345, 0.48530925007244, 2.5712369583135), Ceramic )
(( 0.12533031571896, 0.051434271914536, 0.42503776334661, 3.634084871105), Ceramic )
(( 0.11845253988254, 0.11453846118055, 0.5546851878591, 4.6264794591156), Metal )
(( 0.14340033460357, 0.14943379270463, 0.43935051560668, 4.2350530696978), Plastic )
(( 0.10533931296336, 0.11075448460454, 0.47221493268184, 2.5127352990317), Metal )
(( 0.1346090020165, 0.10682598732092, 0.3641045591904, 2.2037647872355), Plastic )
(( 0.10226222995069, 0.089583529975327, 0.59454179232806, 3.9627545549425), Ceramic )
(( 0.10538438697282, 0.083725530213443, 0.35547922976503, 3.8751981029802), Metal )
(( 0.052306955730286, 0.06504103324097, 0.1, 2.4239339352157), Metal )
(( 0.18749084578879, 0.15, 0.66070271728617, 3.0320282389991), Plastic )
(( 0.097346938066211, 0.068555841963594, 0.3858040291224, 4.171080605425), Ceramic )
(( 0.05, 0.048423124659868, 0.16900970383557, 1.7378648507338), Ceramic )
(( 0.16151467852713, 0.088245863560597, 0.32079135363658, 3.2447680664416), Plastic )
(( 0.065545807245714, 0.060693582222924, 0.18291655306984, 2.3307320509545), Metal )
(( 0.15256601411763, 0.14842309404898, 0.51196725648562, 2.6822373584524), Plastic )
(( 0.077096318853048, 0.10642110355303, 0.40893799190537, 4.7729036219553), Metal )
(( 0.16841432186022, 0.15, 0.50879500154367, 2.7451508843122), Plastic )
(( 0.10719120739941, 0.10500124672848, 0.48998481954905, 3.4506164064188), Metal )
(( 0.10137727703078, 0.10190272999923, 0.60563624853102, 4.2386563503216), Ceramic )
(( 0.14718038210494, 0.14760069660567, 0.50478437072871, 3.6503938448002), Plastic )
(( 0.16426605622684, 0.094826972979774, 0.30274977475852, 2.6263362490211), Plastic )
(( 0.22192805830685, 0.15, 0.67512788884228, 2.7368311954816), Plastic )
(( 0.15007271694755, 0.15, 0.50756720389113, 4.1228945130001), Plastic )
(( 0.11873215382129, 0.10194209606384, 0.51739529087708, 4.3886361256032), Metal )
(( 0.16553416265964, 0.15, 0.62656762310309, 5.0044302983872), Plastic )
(( 0.11654677805563, 0.07668770228109, 0.3726110708509, 3.2085473609266), Metal )
(( 0.094237650506386, 0.12346696342165, 0.28177131323431, 3.7951139616631), Plastic )
(( 0.10342259922683, 0.1208833365857, 0.73442790051558, 2.1243710464421), Ceramic )
(( 0.12897285657823, 0.14243059955252, 0.75, 3.3209833379182), Metal )
(( 0.13993279818651, 0.11275369955585, 0.39075497940607, 2.7236070238496), Plastic )
(( 0.10848234554588, 0.10041129032195, 0.5192754339506, 2.4743608397197), Metal )
(( 0.15173337104303, 0.14792881433193, 0.56140642407463, 1.0451942327688), Plastic )
(( 0.11111021237794, 0.076355057759561, 0.49031692120371, 5.1988654275882), Ceramic )
(( 0.1002727548467, 0.10024554044671, 0.38795126641259, 2.5901557196398), Metal )
(( 0.13676418572227, 0.14647872123734, 0.37954683995751, 4.9935267316185), Plastic )
(( 0.085498311086002, 0.063719627425276, 0.38378073045355, 3.9764022747244), Ceramic )
(( 0.082202332218642, 0.08229253046584, 0.28643243183641, 3.6217785260633), Metal )
(( 0.074025092901346, 0.03, 0.19625838944027, 3.4414893647115), Ceramic )
(( 0.12732011937587, 0.13783518128148, 0.32772093578342, 3.9822169325152), Plastic )
(( 0.10719759435563, 0.10605921874701, 0.47254658423907, 3.5115424521612), Metal )
(( 0.084599582254742, 0.068475112559798, 0.37812526708091, 3.1664911860483), Ceramic )
(( 0.13967431264263, 0.1164896101744, 0.33771487134241, 4.8051315263205), Plastic )
(( 0.079512849912817, 0.03, 0.12402405830877, 4.3103443392004), Plastic )
(( 0.097501517897062, 0.10323630833832, 0.20279393953286, 6.0489882871543), Plastic )
(( 0.18176430377348, 0.12946164203442, 0.5570655504603, 3.3319674137412), Plastic )
(( 0.1323271043132, 0.11807642722144, 0.75, 1.8346283453828), Ceramic )
(( 0.082506124708557, 0.092930568541498, 0.31467307851835, 3.0536266019194), Metal )
(( 0.073094930125182, 0.10350013731649, 0.38320672459835, 4.5653853106123), Metal )
(( 0.10528720506752, 0.092414959465887, 0.56819436502825, 4.125772965543), Ceramic )
(( 0.069660860377907, 0.064061816412512, 0.12343079482376, 2.98528861111), Metal )
(( 0.18898394000393, 0.15, 0.73118277770607, 2.0500568717916), Plastic )
(( 0.053229350060461, 0.03, 0.16932705961823, 3.432059145566), Ceramic )
(( 0.071972029297037, 0.032501758579111, 0.10287077778362, 3.4820161979422), Metal )
(( 0.086191080408052, 0.073878119723472, 0.29262135970154, 2.2278645661372), Metal )
(( 0.11962655725339, 0.11127351173312, 0.75, 3.5534280328997), Ceramic )
(( 0.083496177960983, 0.061683730875065, 0.32193075958618, 2.5346447377158), Ceramic )
(( 0.175458159297, 0.15, 0.56834552118742, 5.2396855787086), Plastic )
(( 0.10388786320657, 0.10100475416409, 0.27878881469465, 3.0484277734594), Plastic )
(( 0.172503052138, 0.15, 0.60605285736164, 4.4382580684911), Plastic )
(( 0.068982830294398, 0.080258003434499, 0.3400785950168, 2.8010345323827), Ceramic )
(( 0.16369467760773, 0.10495648941965, 0.47624154240061, 3.2818576148427), Plastic )
(( 0.11059117904277, 0.07945932396426, 0.21776575503538, 1.5061142728119), Plastic )
